Date,Open,High,Low,Close,Adj Close,Volume
2015-12-02,10.030000,10.410000,10.010000,10.290000,10.290000,138000
2015-12-03,10.330000,10.390000,10.050000,10.120000,10.120000,158200
2015-12-04,10.120000,10.410000,10.040000,10.290000,10.290000,195200
2015-12-07,10.130000,10.280000,9.850000,9.920000,9.920000,114900
2015-12-08,9.790000,10.090000,9.700000,10.010000,10.010000,181300
2015-12-09,9.950000,10.100000,9.770000,9.890000,9.890000,90700
2015-12-10,9.890000,10.110000,9.760000,10.100000,10.100000,207700
2015-12-11,9.400000,9.470000,7.940000,8.120000,8.120000,1306500
2015-12-14,8.110000,8.370000,7.410000,7.510000,7.510000,755200
2015-12-15,7.570000,7.980000,7.450000,7.870000,7.870000,552800
2015-12-16,7.810000,8.150000,7.680000,7.800000,7.800000,602900
2015-12-17,7.760000,7.880000,7.160000,7.170000,7.170000,489700
2015-12-18,7.130000,7.830000,7.120000,7.800000,7.800000,559900
2015-12-21,7.550000,8.420000,7.540000,8.200000,8.200000,426400
2015-12-22,8.160000,8.250000,7.950000,8.060000,8.060000,223100
2015-12-23,8.010000,8.300000,8.010000,8.020000,8.020000,199700
2015-12-24,8.000000,8.060000,7.830000,7.990000,7.990000,73700
2015-12-28,7.940000,7.980000,7.820000,7.850000,7.850000,184300
2015-12-29,7.870000,7.980000,7.700000,7.910000,7.910000,393400
2015-12-30,7.890000,8.530000,7.800000,8.250000,8.250000,363200
